ha,hja,-0.014889225
kju,gju,-0.017857143
ku,kju,-0.018929765
gu,gju,-0.018929765
kja,gja,-0.020833333
kjo,gjo,-0.020833333
ho,hjo,-0.022334853
ro,rjo,-0.022334853
djo,bjo,-0.023126182
njo,mjo,-0.023126182
bjo,mjo,-0.023255814
ka,kja,-0.027544409
ko,kjo,-0.027544409
ga,gja,-0.027544409
go,gjo,-0.027544409
tju,pju,-0.028314965
nju,mju,-0.028314965
sjo,zjo,-0.028571429
tjo,djo,-0.028571429
djo,njo,-0.028571429
pju,bju,-0.028571429
bja,mja,-0.028571429
bju,mju,-0.028571429
hu,hju,-0.032724649
bo,bjo,-0.032724649
mo,mjo,-0.032724649
ra,rja,-0.032724649
ru,rju,-0.032724649
sja,zja,-0.037037037
sju,zju,-0.037037037
ki,gi,-0.04
ku,gu,-0.04
hi,he,-0.040066894
ri,re,-0.040066894
ki,ke,-0.041742431
ku,ko,-0.041742431
gi,ge,-0.041742431
gu,go,-0.041742431
ju,jo,-0.043564535
a,hja,-0.044338812
pe,be,-0.045454545
be,me,-0.045454545
ku,gju,-0.045655889
kju,gu,-0.045655889
ka,ga,-0.047619048
ke,ge,-0.047619048
ko,go,-0.047619048
te,pe,-0.047732983
de,be,-0.047732983
ne,me,-0.047732983
hu,ho,-0.047732983
pi,pe,-0.047732983
bi,be,-0.047732983
mi,me,-0.047732983
ru,ro,-0.047732983
so,sjo,-0.048246049
zo,zjo,-0.048246049
to,tjo,-0.048246049
do,djo,-0.048246049
no,njo,-0.048246049
pu,pju,-0.048246049
ba,bja,-0.048246049
bu,bju,-0.048246049
ma,mja,-0.048246049
mu,mju,-0.048246049
tjo,bjo,-0.048903146
djo,mjo,-0.048903146
njo,bjo,-0.048903146
u,kju,-0.054564597
u,gju,-0.054564597
se,ze,-0.055555556
te,de,-0.055555556
de,ne,-0.055555556
pi,bi,-0.055555556
po,bo,-0.055555556
bi,mi,-0.055555556
bo,mo,-0.055555556
o,hjo,-0.056577973
o,rjo,-0.056577973
tjo,njo,-0.057142857
pju,mju,-0.057142857
sjo,tjo,-0.057142857
zjo,djo,-0.057142857
ka,gja,-0.059041448
kja,ga,-0.059041448
ko,gjo,-0.059041448
kjo,go,-0.059041448
si,se,-0.059041448
zi,ze,-0.059041448
ti,te,-0.059041448
ti,pi,-0.059041448
to,po,-0.059041448
do,bo,-0.059041448
ni,ne,-0.059041448
ni,mi,-0.059041448
no,mo,-0.059041448
pu,po,-0.059041448
bu,bo,-0.059041448
mu,mo,-0.059041448
kju,pju,-0.059539897
gju,bju,-0.059539897
tja,bja,-0.060844967
tju,bju,-0.060844967
nju,bju,-0.060844967
tjo,po,-0.06174951
djo,bo,-0.06174951
njo,mo,-0.06174951
zjo,rjo,-0.062122512
djo,rjo,-0.062122512
ko,kju,-0.062591117
go,gju,-0.062591117
a,kja,-0.066987298
a,gja,-0.066987298
o,kjo,-0.066987298
o,gjo,-0.066987298
a,rja,-0.067920717
u,hju,-0.067920717
u,rju,-0.067920717
o,bjo,-0.067920717
o,mjo,-0.067920717
po,bjo,-0.068668907
bo,mjo,-0.068668907
bjo,mo,-0.068668907
gjo,bjo,-0.070780183
hu,hjo,-0.070936065
ru,rjo,-0.070936065
si,zi,-0.071428571
so,zo,-0.071428571
to,do,-0.071428571
do,no,-0.071428571
pa,ba,-0.071428571
pu,bu,-0.071428571
ba,ma,-0.071428571
bu,mu,-0.071428571
kjo,pju,-0.073043718
gja,bja,-0.073043718
gjo,bju,-0.073043718
sa,sja,-0.073993566
su,sju,-0.073993566
za,zja,-0.073993566
zu,zju,-0.073993566
ta,tja,-0.073993566
tu,tju,-0.073993566
nu,nju,-0.073993566
sja,tja,-0.074074074
sju,tju,-0.074074074
tju,nju,-0.074074074
zju,rju,-0.074448729
zja,rja,-0.074448729
zjo,bjo,-0.074680109
tjo,mjo,-0.074680109
kju,kjo,-0.075665788
kju,tju,-0.075665788
gju,gjo,-0.075665788
a,bja,-0.077422873
a,mja,-0.077422873
u,pju,-0.077422873
u,bju,-0.077422873
u,mju,-0.077422873
o,sjo,-0.077422873
o,zjo,-0.077422873
o,tjo,-0.077422873
o,djo,-0.077422873
o,njo,-0.077422873
su,so,-0.077422873
zu,zo,-0.077422873
ta,pa,-0.077422873
tu,to,-0.077422873
tu,pu,-0.077422873
da,ba,-0.077422873
na,ma,-0.077422873
nu,no,-0.077422873
nu,mu,-0.077422873
ki,ku,-0.08
gi,gu,-0.08
he,ho,-0.081878995
re,ro,-0.081878995
kju,bju,-0.082127595
gju,pju,-0.082127595
gju,mju,-0.082127595
a,sja,-0.083024806
a,zja,-0.083024806
a,tja,-0.083024806
u,sju,-0.083024806
u,zju,-0.083024806
u,tju,-0.083024806
u,nju,-0.083024806
hju,hjo,-0.083595614
bjo,rjo,-0.083595614
rju,rjo,-0.083595614
ki,ge,-0.085386009
ku,go,-0.085386009
ke,gi,-0.085386009
ko,gu,-0.085386009
sjo,djo,-0.085714286
zjo,tjo,-0.085714286
zjo,njo,-0.085714286
njo,rjo,-0.085791565
sjo,rjo,-0.085791565
tjo,rjo,-0.085791565
sja,hja,-0.086594685
tja,hja,-0.086594685
tju,pu,-0.0885244
nju,mu,-0.0885244
tja,pa,-0.0885244
jo,hju,-0.090803396
ju,kju,-0.090841456
ju,gju,-0.090841456
pe,me,-0.090909091
i,ju,-0.09175171
u,ju,-0.09175171
ko,gju,-0.09175171
kju,go,-0.09175171
do,bjo,-0.092430427
no,mjo,-0.092430427
bu,bjo,-0.092430427
mu,mjo,-0.092430427
kjo,bjo,-0.092791456
gjo,mjo,-0.092791456
hja,bja,-0.092890065
hja,rja,-0.093000733
sju,pju,-0.09337497
zja,bja,-0.09337497
zju,bju,-0.09337497
tja,mja,-0.09337497
tju,mju,-0.09337497
nju,pju,-0.09337497
so,zjo,-0.093421444
sjo,zo,-0.093421444
to,djo,-0.093421444
tjo,do,-0.093421444
do,njo,-0.093421444
djo,no,-0.093421444
pa,bja,-0.093421444
pu,bju,-0.093421444
pju,bu,-0.093421444
ba,mja,-0.093421444
bu,mju,-0.093421444
bja,ma,-0.093421444
bju,mu,-0.093421444
ko,pju,-0.094258888
go,bju,-0.094258888
ku,pju,-0.094325958
gu,bju,-0.094325958
kju,gjo,-0.094953706
kjo,gju,-0.094953706
ke,ko,-0.095238095
ge,go,-0.095238095
ju,hju,-0.095327676
ku,kjo,-0.095854812
gu,gjo,-0.095854812
kja,hja,-0.09599026
kja,tja,-0.097222222
kjo,tju,-0.097222222
gjo,mju,-0.09744122
kjo,tjo,-0.09744122
gjo,djo,-0.09744122
kja,bja,-0.09744122
kjo,bju,-0.09744122
gja,mja,-0.09744122
gjo,pju,-0.09744122
te,be,-0.097984874
de,pe,-0.097984874
de,me,-0.097984874
ne,be,-0.097984874
hi,hu,-0.097984874
pi,be,-0.097984874
pe,po,-0.097984874
pe,bi,-0.097984874
bi,me,-0.097984874
be,bo,-0.097984874
be,mi,-0.097984874
me,mo,-0.097984874
ri,ru,-0.097984874
hjo,rjo,-0.098039216
sa,za,-0.1
su,zu,-0.1
ta,da,-0.1
da,na,-0.1
sjo,bjo,-0.100457072
zjo,mjo,-0.100457072
bju,bjo,-0.100457072
bju,rju,-0.100457072
mju,mjo,-0.100457072
hju,pju,-0.100457072
bja,rja,-0.100457072
ti,pe,-0.101137982
ni,me,-0.101137982
gju,tju,-0.101383013
gju,nju,-0.101383013
tjo,bo,-0.101590464
djo,po,-0.101590464
djo,mo,-0.101590464
njo,bo,-0.101590464
kju,hju,-0.102619666
gju,rju,-0.102619666
zjo,ro,-0.103587516
djo,ro,-0.103587516
sja,rja,-0.103797092
sju,rju,-0.103797092
tja,rja,-0.103797092
tju,rju,-0.103797092
nju,rju,-0.103797092
po,mjo,-0.104613165
kju,mju,-0.104715292
hjo,bjo,-0.104949685
mjo,rjo,-0.104949685
gjo,rjo,-0.105879609
kjo,hjo,-0.105879609
a,ha,-0.10776773
e,he,-0.10776773
e,re,-0.10776773
sjo,hjo,-0.109460619
tjo,hjo,-0.109460619
ho,hju,-0.109846347
ro,rju,-0.109846347
i,e,-0.111111111
u,o,-0.111111111
se,te,-0.111111111
ze,de,-0.111111111
zja,tja,-0.111111111
zju,tju,-0.111111111
zju,nju,-0.111111111
te,ne,-0.111111111
te,pi,-0.111111111
de,bi,-0.111111111
ne,mi,-0.111111111
pi,mi,-0.111111111
po,mo,-0.111111111
zja,hja,-0.111649552
jo,kjo,-0.112701665
jo,gjo,-0.112701665
ke,pi,-0.114241625
ge,bi,-0.114241625
sjo,njo,-0.114285714
gja,hja,-0.114781411
kjo,hju,-0.114802728
kjo,mjo,-0.114802728
gja,rja,-0.114802728
gjo,rju,-0.114802728
hja,mja,-0.114896008
u,kjo,-0.115099821
u,gjo,-0.115099821
ku,tju,-0.115099821
ha,he,-0.115384615
hju,rju,-0.11627907
o,hju,-0.118753574
o,rju,-0.118753574
hju,wa,-0.118753574
ki,gu,-0.12
ku,gi,-0.12
ju,pju,-0.120463942
ju,bju,-0.120463942
ju,mju,-0.120463942
ko,pu,-0.120912302
go,bu,-0.120912302
kja,mja,-0.121838722
kjo,djo,-0.121838722
kjo,mju,-0.121838722
gjo,tjo,-0.121838722
gjo,njo,-0.121838722
jo,pju,-0.122035527
jo,bju,-0.122035527
jo,mju,-0.122035527
ko,tju,-0.122035527
si,ze,-0.122035527
se,so,-0.122035527
se,zi,-0.122035527
ze,zo,-0.122035527
ti,de,-0.122035527
ti,bi,-0.122035527
te,to,-0.122035527
to,bo,-0.122035527
de,do,-0.122035527
de,ni,-0.122035527
do,po,-0.122035527
do,mo,-0.122035527
ni,bi,-0.122035527
ne,no,-0.122035527
no,bo,-0.122035527
pi,pu,-0.122035527
pu,bo,-0.122035527
po,bu,-0.122035527
bi,bu,-0.122035527
bu,mo,-0.122035527
bo,mu,-0.122035527
mi,mu,-0.122035527
sja,ha,-0.122574322
tja,ha,-0.122574322
kju,rju,-0.122998145
gju,hju,-0.122998145
ha,ho,-0.123691095
jo,hjo,-0.124265425
ku,gjo,-0.124722325
kjo,gu,-0.124722325
ja,wa,-0.125
gja,tja,-0.125
gjo,tju,-0.125
gjo,nju,-0.125
ki,kju,-0.125834261
gi,gju,-0.125834261
su,sjo,-0.125834261
zu,zjo,-0.125834261
tu,tjo,-0.125834261
tu,pju,-0.125834261
da,bja,-0.125834261
na,mja,-0.125834261
nu,njo,-0.125834261
nu,mju,-0.125834261
sja,bja,-0.125904972
sju,sjo,-0.125904972
sju,bju,-0.125904972
zja,mja,-0.125904972
zju,zjo,-0.125904972
zju,pju,-0.125904972
zju,mju,-0.125904972
tju,tjo,-0.125904972
nju,njo,-0.125904972
kjo,rjo,-0.126090911
gjo,hjo,-0.126090911
sjo,mjo,-0.126234035
hju,bju,-0.126234035
pju,bjo,-0.126234035
pju,rju,-0.126234035
bju,mjo,-0.126234035
bjo,mju,-0.126234035
mja,rja,-0.126234035
mju,rju,-0.126234035
hjo,mjo,-0.126303756
ja,hi,-0.126898746
kju,sju,-0.127100238
kju,nju,-0.127100238
gju,zju,-0.127100238
i,jo,-0.127322004
u,jo,-0.127322004
e,jo,-0.127322004
o,jo,-0.127322004
tu,po,-0.127322004
nu,mo,-0.127322004
ku,bju,-0.128132128
gu,pju,-0.128132128
gu,mju,-0.128132128
ki,ko,-0.129029587
ku,ke,-0.129029587
gi,go,-0.129029587
gu,ge,-0.129029587
ze,re,-0.130199869
de,re,-0.130199869
hu,he,-0.130199869
ra,re,-0.130199869
ru,re,-0.130199869
jo,hu,-0.131067606
ko,bju,-0.131144443
ga,bja,-0.131144443
go,pju,-0.131144443
go,mju,-0.131144443
ju,ki,-0.132576539
ju,ku,-0.132576539
ju,gi,-0.132576539
ju,gu,-0.132576539
zjo,hjo,-0.133129672
djo,hjo,-0.133129672
sju,hju,-0.133145456
tju,hju,-0.133145456
nju,mjo,-0.133145456
to,bjo,-0.133187384
do,mjo,-0.133187384
no,bjo,-0.133187384
pu,bjo,-0.133187384
bu,mjo,-0.133187384
bjo,mu,-0.133187384
i,ki,-0.133333333
i,gi,-0.133333333
u,ku,-0.133333333
u,gu,-0.133333333
kjo,pu,-0.133529544
gjo,bu,-0.133529544
o,pju,-0.13376649
o,bju,-0.13376649
o,mju,-0.13376649
go,bjo,-0.133942921
sa,zja,-0.134851628
su,zju,-0.134851628
sja,za,-0.134851628
sju,zu,-0.134851628
tja,da,-0.134851628
ha,bja,-0.135353551
hi,ho,-0.136363636
ri,ro,-0.136363636
kja,rja,-0.136814001
kjo,rju,-0.136814001
gjo,hju,-0.136814001
zja,ra,-0.137112631
zju,ru,-0.137112631
so,tjo,-0.138596839
sjo,to,-0.138596839
zo,djo,-0.138596839
zjo,do,-0.138596839
to,njo,-0.138596839
tjo,no,-0.138596839
tjo,pu,-0.138596839
djo,bu,-0.138596839
njo,mu,-0.138596839
pa,mja,-0.138596839
pu,mju,-0.138596839
pju,mu,-0.138596839
ja,kja,-0.139156082
ja,gja,-0.139156082
kja,wa,-0.139156082
kjo,wa,-0.139156082
gja,wa,-0.139156082
gjo,wa,-0.139156082
sjo,ro,-0.139625015
tjo,ro,-0.139625015
njo,ro,-0.139625015
tja,ba,-0.13995885
tju,bu,-0.13995885
nju,bu,-0.13995885
ha,rja,-0.141110837
jo,kju,-0.141431417
jo,gju,-0.141431417
sjo,po,-0.141431417
zjo,bo,-0.141431417
tjo,mo,-0.141431417
njo,po,-0.141431417
po,pju,-0.141431417
bo,bju,-0.141431417
mo,mju,-0.141431417
ja,hja,-0.141980495
bjo,ro,-0.142359151
kjo,po,-0.142782746
gjo,bo,-0.142782746
ka,ke,-0.142857143
ka,ko,-0.142857143
ke,go,-0.142857143
ko,ge,-0.142857143
ga,ge,-0.142857143
ga,go,-0.142857143
si,ti,-0.142857143
so,to,-0.142857143
zo,do,-0.142857143
ti,ni,-0.142857143
to,no,-0.142857143
to,pu,-0.142857143
tjo,pju,-0.142857143
do,bu,-0.142857143
djo,bju,-0.142857143
no,mu,-0.142857143
njo,mju,-0.142857143
pa,ma,-0.142857143
pu,mu,-0.142857143
he,hjo,-0.142997226
re,rjo,-0.142997226
i,hi,-0.144665473
i,ri,-0.144665473
e,hi,-0.144665473
e,pe,-0.144665473
e,be,-0.144665473
e,me,-0.144665473
e,ri,-0.144665473
o,ho,-0.144665473
o,ro,-0.144665473
kja,ha,-0.146163427
kjo,sjo,-0.146236224
kjo,njo,-0.146236224
gjo,zjo,-0.146236224
ju,sju,-0.146446609
ju,zju,-0.146446609
ju,tju,-0.146446609
ju,nju,-0.146446609
ki,pi,-0.146446609
gi,bi,-0.146446609
hu,wa,-0.146446609
o,sju,-0.147174835
o,zju,-0.147174835
o,tju,-0.147174835
o,nju,-0.147174835
sju,nju,-0.148148148
se,pe,-0.148236765
ze,be,-0.148236765
te,me,-0.148236765
ne,pe,-0.148236765
pi,me,-0.148236765
pe,bo,-0.148236765
pe,mi,-0.148236765
po,be,-0.148236765
be,mo,-0.148236765
bo,me,-0.148236765
ra,ro,-0.148236765
hjo,wa,-0.149929979
ke,pe,-0.151068421
ge,be,-0.151068421
hju,mju,-0.152010998
pju,mjo,-0.152010998
ki,gju,-0.152560386
ku,pu,-0.152560386
kju,gi,-0.152560386
gu,bu,-0.152560386
kja,sja,-0.152777778
kjo,sju,-0.152777778
kjo,nju,-0.152777778
gja,zja,-0.152777778
gjo,zju,-0.152777778
kju,zju,-0.152817463
gju,sju,-0.152817463
ke,kjo,-0.153532566
ge,gjo,-0.153532566
gu,tju,-0.153589838
gu,nju,-0.153589838
jo,sju,-0.155734814
jo,zju,-0.155734814
jo,tju,-0.155734814
jo,nju,-0.155734814
ja,ha,-0.156796764
ja,he,-0.156796764
njo,hjo,-0.156798725
ju,rju,-0.157584956
zi,ri,-0.158118271
zo,ro,-0.158118271
ti,be,-0.158118271
to,pe,-0.158118271
do,be,-0.158118271
do,ro,-0.158118271
ni,be,-0.158118271
no,me,-0.158118271
pa,pe,-0.158118271
pu,pe,-0.158118271
ba,be,-0.158118271
bu,be,-0.158118271
ma,me,-0.158118271
mu,me,-0.158118271
jo,ke,-0.158434974
jo,ko,-0.158434974
jo,ge,-0.158434974
jo,go,-0.158434974
sja,mja,-0.158434974
sju,zjo,-0.158434974
sju,mju,-0.158434974
sjo,zju,-0.158434974
tju,djo,-0.158434974
djo,nju,-0.158434974
jo,bjo,-0.15900283
jo,mjo,-0.15900283
jo,rju,-0.15900283
zja,ha,-0.16031689
kju,pu,-0.160714286
gju,bu,-0.160714286
ku,mju,-0.161938298
si,su,-0.161938298
su,zo,-0.161938298
so,zu,-0.161938298
zi,zu,-0.161938298
ta,ba,-0.161938298
ti,tu,-0.161938298
tu,do,-0.161938298
tu,bu,-0.161938298
da,pa,-0.161938298
da,ma,-0.161938298
do,nu,-0.161938298
na,ba,-0.161938298
ni,nu,-0.161938298
nu,bu,-0.161938298
nu,mjo,-0.162430024
zju,hju,-0.162493819
tju,bjo,-0.162493819
nju,bjo,-0.162493819
zju,rjo,-0.163144965
zo,rjo,-0.163183465
do,rjo,-0.163183465
ju,hu,-0.163212343
ka,tja,-0.16403158
go,tju,-0.16403158
go,nju,-0.16403158
ku,hju,-0.164503145
gu,rju,-0.164503145
ja,jo,-0.164589803
jo,wa,-0.164589803
ha,hi,-0.165503196
he,pe,-0.165503196
be,re,-0.165503196
ke,bi,-0.165676075
ko,po,-0.165676075
ge,pi,-0.165676075
ge,mi,-0.165676075
go,bo,-0.165676075
kju,wa,-0.165923448
gju,wa,-0.165923448
jo,hi,-0.166288094
jo,ho,-0.166288094
a,ja,-0.166666667
a,wa,-0.166666667
i,ja,-0.166666667
u,wa,-0.166666667
e,ja,-0.166666667
o,wa,-0.166666667
se,de,-0.166666667
ze,te,-0.166666667
ze,ne,-0.166666667
te,po,-0.166666667
te,bi,-0.166666667
de,pi,-0.166666667
de,bo,-0.166666667
de,mi,-0.166666667
ne,bi,-0.166666667
ne,mo,-0.166666667
pi,po,-0.166666667
bi,bo,-0.166666667
mi,mo,-0.166666667
ho,hja,-0.166923571
ko,hju,-0.167220837
ko,bjo,-0.167220837
go,mjo,-0.167220837
go,rju,-0.167220837
ka,bja,-0.168029999
ko,tjo,-0.168029999
ko,mju,-0.168029999
ga,mja,-0.168029999
go,djo,-0.168029999
he,hja,-0.168082101
ha,mja,-0.168503228
hjo,po,-0.169950819
bo,rjo,-0.169950819
kjo,zjo,-0.170633725
gjo,sjo,-0.170633725
tjo,bju,-0.171428571
djo,pju,-0.171428571
djo,mju,-0.171428571
njo,bju,-0.171428571
ho,rjo,-0.171605211
hjo,ro,-0.171605211
kja,pa,-0.172105381
kjo,bu,-0.172105381
gja,ba,-0.172105381
gjo,pu,-0.172105381
gjo,mu,-0.172105381
a,ka,-0.172673165
a,ga,-0.172673165
i,ke,-0.172673165
i,ge,-0.172673165
u,ko,-0.172673165
u,go,-0.172673165
e,ke,-0.172673165
e,ge,-0.172673165
o,ko,-0.172673165
o,go,-0.172673165
ja,ka,-0.172673165
ja,ke,-0.172673165
ja,ga,-0.172673165
ja,ge,-0.172673165
ka,ki,-0.172673165
ka,ku,-0.172673165
ka,wa,-0.172673165
ki,go,-0.172673165
ku,ge,-0.172673165
ke,gu,-0.172673165
ko,gi,-0.172673165
ko,wa,-0.172673165
ga,gi,-0.172673165
ga,gu,-0.172673165
ga,wa,-0.172673165
go,wa,-0.172673165
zo,bjo,-0.173944342
to,mjo,-0.173944342
pu,mjo,-0.173944342
gja,ha,-0.174470353
hja,wa,-0.174527723
hi,hju,-0.174871956
ho,bjo,-0.174871956
be,bjo,-0.174871956
me,mjo,-0.174871956
mjo,ro,-0.174871956
ri,rju,-0.174871956
sjo,ho,-0.175662513
tjo,ho,-0.175662513
ju,kjo,-0.175909392
ju,gjo,-0.175909392
se,re,-0.176424886
te,re,-0.176424886
ne,re,-0.176424886
ha,hu,-0.176424886
kjo,hu,-0.176803437
kjo,bo,-0.176803437
gjo,po,-0.176803437
gjo,mo,-0.176803437
gjo,ru,-0.176803437
kjo,ho,-0.176884836
gjo,ro,-0.176884836
zjo,rju,-0.177787961
djo,rju,-0.177787961
ka,pa,-0.179233486
ke,kju,-0.179233486
ke,ti,-0.179233486
ke,pu,-0.179233486
ko,bu,-0.179233486
ga,ba,-0.179233486
ge,gju,-0.179233486
ge,bu,-0.179233486
go,pu,-0.179233486
go,mu,-0.179233486
su,zjo,-0.17928651
sjo,zu,-0.17928651
ta,bja,-0.17928651
tu,djo,-0.17928651
tu,bju,-0.17928651
da,mja,-0.17928651
djo,nu,-0.17928651
na,bja,-0.17928651
nu,bju,-0.17928651
ho,wa,-0.180198925
hjo,pju,-0.180467779
bju,rjo,-0.180467779
kja,zja,-0.180555556
kjo,zju,-0.180555556
gja,sja,-0.180555556
gjo,sju,-0.180555556
sjo,bo,-0.181272371
zjo,po,-0.181272371
zjo,mo,-0.181272371
zjo,ru,-0.181272371
djo,ru,-0.181272371
hu,pju,-0.181272371
po,bju,-0.181272371
pju,bo,-0.181272371
bo,mju,-0.181272371
bja,ra,-0.181272371
bju,mo,-0.181272371
bju,ru,-0.181272371
sja,ra,-0.182473552
sju,ru,-0.182473552
tja,ra,-0.182473552
tju,po,-0.182473552
tju,ru,-0.182473552
nju,mo,-0.182473552
nju,ru,-0.182473552
so,djo,-0.183772234
sjo,do,-0.183772234
zo,tjo,-0.183772234
zo,njo,-0.183772234
zjo,to,-0.183772234
zjo,no,-0.183772234
tjo,bu,-0.183772234
djo,pu,-0.183772234
djo,mu,-0.183772234
njo,bu,-0.183772234
ke,gjo,-0.185029606
kjo,ge,-0.185029606
si,te,-0.185029606
si,pi,-0.185029606
se,zo,-0.185029606
se,ti,-0.185029606
so,ze,-0.185029606
so,po,-0.185029606
zi,de,-0.185029606
zi,bi,-0.185029606
zo,bo,-0.185029606
ti,ne,-0.185029606
ti,mi,-0.185029606
te,do,-0.185029606
te,ni,-0.185029606
to,de,-0.185029606
to,mo,-0.185029606
de,no,-0.185029606
do,ne,-0.185029606
ni,pi,-0.185029606
no,po,-0.185029606
pa,po,-0.185029606
pi,bu,-0.185029606
pu,bi,-0.185029606
pu,mo,-0.185029606
po,mu,-0.185029606
ba,bo,-0.185029606
bi,mu,-0.185029606
bu,mi,-0.185029606
ma,mo,-0.185029606
zi,re,-0.185514549
ha,pa,-0.185514549
a,ra,-0.185730319
i,pi,-0.185730319
i,bi,-0.185730319
i,mi,-0.185730319
u,hu,-0.185730319
u,ru,-0.185730319
e,se,-0.185730319
e,ze,-0.185730319
e,te,-0.185730319
e,de,-0.185730319
e,ne,-0.185730319
e,pi,-0.185730319
e,bi,-0.185730319
e,mi,-0.185730319
o,hu,-0.185730319
o,po,-0.185730319
o,bo,-0.185730319
o,mo,-0.185730319
o,ru,-0.185730319
bjo,rju,-0.186046512
hja,pa,-0.18684995
jo,rjo,-0.186887854
jo,ki,-0.186950483
jo,ku,-0.186950483
jo,gi,-0.186950483
jo,gu,-0.186950483
ka,hja,-0.187494956
o,kju,-0.188195218
o,gju,-0.188195218
ju,ke,-0.188195218
ju,ko,-0.188195218
ju,ge,-0.188195218
ju,go,-0.188195218
ko,tu,-0.189470498
sju,rjo,-0.190093368
tju,rjo,-0.190093368
nju,rjo,-0.190093368
hju,rjo,-0.190365969
hjo,rju,-0.190365969
ka,ge,-0.19047619
ka,go,-0.19047619
ke,ga,-0.19047619
ko,ga,-0.19047619
sju,tjo,-0.190964977
sjo,tju,-0.190964977
